Type,Title,Year,Score,Budget,Cast_Likes,Gross,movie_likes
Color,Nurse Betty ,2000,6.3,24000000,12254,25167270,455
Color,Nowhere to Run ,1993,5.5,15000000,2210,22189039,466
Color,Nowhere in Africa ,2001,7.7,7000000,105,6173485,802
Color,Now You See Me 2 ,2016,6.9,90000000,23031,64685359,15000
Color,Now You See Me ,2013,7.3,75000000,13312,117698894,105000
Color,Novocaine ,2001,5.8,6000000,489,2025238,289
Color,November ,2004,5.5,150000,1008,191309,98
Color,Notting Hill ,1999,7,42000000,9255,116006080,11000
Color,Nothing to Lose ,1997,6.7,25000000,2457,44455658,0
Black and White,Nothing But a Man ,1964,8.1,160000,835,12438,363
Color,Notes on a Scandal ,2006,7.4,15000000,646,17508670,0
Color,Not Easily Broken ,2009,6.1,8000000,2269,10572742,738
Color,Not Cool ,2014,5.1,600000,954,35688,0
Color,Not Another Teen Movie ,2001,5.7,16000000,15369,37882551,0
Color,Northfork ,2003,6.4,1900000,2389,1420578,298
Color,North Country ,2005,7.3,35000000,20563,18324242,0
Color,Non-Stop ,2014,7,50000000,16967,91439400,24000
Color,Nomad: The Warrior ,2005,6,25000000,2115,77231,265
Color,Noah ,2014,5.8,125000000,32355,101160529,71000
Color,No Strings Attached ,2011,6.2,25000000,22739,70625986,24000
Color,No Reservations ,2007,6.3,28000000,3497,43097652,0
Color,No Good Deed ,2014,5.6,13200000,2297,52543632,0
Color,No Escape ,2015,6.8,5000000,259,27285953,16000
Color,No End in Sight ,2007,8.3,2000000,446,1430185,0
Color,No Country for Old Men ,2007,8.1,25000000,4738,74273505,21000
Black and White,Nixon ,1995,7.1,50000000,21130,13560960,915
Color,Ninja Assassin ,2009,6.4,40000000,701,38105077,0
Color,Nine Queens ,2000,7.9,1500000,856,1221261,0
Black and White,Nine ,2009,5.8,80000000,619,19673424,0
Color,Nim's Island ,2008,6,37000000,18178,48006503,0
Color,Nightcrawler ,2014,7.9,8500000,15554,32279955,65000
Color,Night Watch ,2004,6.5,4200000,206,1487477,0
Color,Night at the Museum: Secret of the Tomb ,2014,6.2,127000000,53587,113733726,11000
Color,Night at the Museum: Battle of the Smithsonian ,2009,5.9,150000000,54039,177243721,2000
Color,Night at the Museum ,2006,6.4,110000000,55486,250863268,3000
Color,Nick and Norah's Infinite Playlist ,2008,6.7,9000000,2807,31487293,0
Color,Nicholas Nickleby ,2002,7.2,10000000,29177,1309849,0
Color,Next Stop Wonderland ,1998,6.7,1000000,23461,3386698,392
Color,Next Friday ,2000,6.1,9500000,3939,57176582,0
Color,Next Day Air ,2009,5.9,3000000,4815,10017041,545
Color,Newlyweds ,2011,6.4,9000,690,4584,413
Color,New York Stories ,1989,6.4,15000000,12685,10763469,877
Color,New York Minute ,2004,4.8,30000000,3974,14018364,849
Color,New Year's Eve ,2011,5.7,56000000,23456,54540525,20000
Color,New Nightmare ,1994,6.4,8000000,1775,18090181,0
Color,New in Town ,2009,5.6,8000000,25792,16699684,0
Color,Never Say Never Again ,1983,6.2,36000000,762,55500000,0
Color,Never Let Me Go ,2010,7.2,15000000,12867,2412045,33000
Color,Never Back Down ,2008,6.6,20000000,4089,24848292,0
Color,Never Again ,2001,6,500000,24382,295468,139
Color,Nerve ,2016,7.1,20000000,1780,28876924,0
Color,Neighbors 2: Sorority Rising ,2016,6,35000000,17860,55291815,0
Color,Neighbors ,2014,6.4,18000000,2771,150056505,21000
Color,Need for Speed ,2014,6.5,66000000,7081,43568507,32000
Black and White,Nebraska ,2013,7.8,12000000,3798,17613460,28000
Color,Neal 'N' Nikki ,2005,3.3,1500000,602,100358,66
Color,Naturally Native ,1998,6.5,700000,1763,10508,102
Color,National Treasure ,2004,6.9,100000000,13679,173005002,0
Color,National Lampoon's Vacation ,1983,7.4,15000000,3617,61400000,0
Color,Narc ,2002,7.2,7500000,1442,10460089,1000
Color,Napoleon Dynamite ,2004,6.9,400000,3950,44540956,0
Color,Nanny McPhee Returns ,2010,6.1,35000000,855,28995450,0
Color,Nanny McPhee ,2005,6.6,25000000,17278,47124400,0
Color,Nancy Drew ,2007,5.9,20000000,3327,25584685,590
Color,Naked Gun 33 1/3: The Final Insult ,1994,6.4,30000000,4767,51109400,1000
Color,Nacho Libre ,2006,5.7,32000000,1729,80197993,0
Color,Mystic River ,2003,8,25000000,1942,90135191,12000
Color,Mystic Pizza ,1988,6.2,6000000,10430,12793213,0
Color,"Mystery, Alaska ",1999,6.7,28000000,2171,8888143,913
Color,Mystery Men ,1999,6,65000000,3986,29655590,0
Color,My Week with Marilyn ,2011,7,6400000,17204,14597405,17000
Color,My Super Ex-Girlfriend ,2006,5.1,30000000,2737,22526144,1000
Color,My Summer of Love ,2004,6.8,1700000,763,992238,869
Color,My Stepmother Is an Alien ,1988,5.2,20000000,14677,13854000,818
Color,My Soul to Take ,2010,4.8,50000000,5074,29274980,0
Color,My Sister's Keeper ,2009,7.4,30000000,1775,49185998,15000
Color,My Own Private Idaho ,1991,7.1,2500000,19923,6401336,0
Color,My Name Is Khan ,2010,8,12000000,8532,4018695,27000
Color,My Name Is Bruce ,2007,6.3,1500000,1238,173066,0
Color,My Life Without Me ,2003,7.6,2000000,2972,395592,0
Color,My Life in Ruins ,2009,5.9,17000000,2016,8662318,0
Color,My Girl ,1991,6.8,16500000,5433,59847242,0
Color,My Fellow Americans ,1996,6.5,21500000,4629,22294341,758
Color,My Favorite Martian ,1999,4.9,65000000,2151,36830057,448
Color,My Fair Lady ,1964,7.9,17000000,1164,72000000,0
Color,My Dog Skip ,2000,7,5000000,2515,34099640,0
Color,My Date with Drew ,2004,6.6,1100,163,85222,456
Color,My Cousin Vinny ,1992,7.5,11000000,3280,52929168,7000
Color,My Boss's Daughter ,2003,4.6,14000000,3007,15549702,411
Color,My Blueberry Nights ,2007,6.7,10000000,20364,866778,0
Color,My Bloody Valentine ,2009,5.5,15000000,14159,51527787,0
Color,My Big Fat Greek Wedding 2 ,2016,6.1,18000000,2259,59573085,19000
Color,My Big Fat Greek Wedding ,2002,6.6,5000000,1495,241437427,5000
Color,My Best Friend's Wedding ,1997,6.3,46000000,12344,126805112,0
Color,My Best Friend's Girl ,2008,5.9,40000000,3301,19151864,0
Color,Must Love Dogs ,2005,5.9,30000000,4879,43894863,0
Color,Murderball ,2005,7.8,1750211,15,1523883,0
Color,Murder by Numbers ,2002,6.1,100000000,69211,63749738,0
Color,Muppets Most Wanted ,2014,6.4,50000000,6089,51178893,10000
Color,Muppets from Space ,1999,6.2,24000000,3243,16290976,619
Color,Munich ,2005,7.6,70000000,2529,47379090,0
Black and White,Mumford ,1999,6.9,28000000,17873,4554569,209
Color,Multiplicity ,1996,6,45000000,2348,20101861,0
Color,Mulholland Drive ,2001,8,15000000,8484,7219578,16000
Color,Mulan ,1998,7.5,90000000,4478,120618403,12000
Color,Mud ,2012,7.4,10000000,13960,21589307,27000
Color,Much Ado About Nothing ,1993,7.4,8000000,37645,22551000,0
Color,Mrs. Winterbourne ,1996,6.2,25000000,5023,10070000,491
Color,Mrs. Doubtfire ,1993,6.9,25000000,52201,219200000,0
Color,Mrs Henderson Presents ,2005,7.1,20000000,5637,11034436,0
Color,Mr. Turner ,2014,6.8,8200000,390,3958500,0
Color,Mr. Popper's Penguins ,2011,6,55000000,2820,68218041,14000
Color,Mr. Peabody & Sherman ,2014,6.9,145000000,5810,111505642,11000
Color,Mr. Holland's Opus ,1995,7.3,6500000,2223,82528097,0
Color,Mr. Deeds ,2002,5.8,50000000,26826,126203320,0
Color,Mr. Bean's Holiday ,2007,6.3,25000000,794,32553210,0
Color,Mr. & Mrs. Smith ,2005,6.5,120000000,22722,186336103,0
Color,Mr 3000 ,2004,5.5,30000000,4462,21800302,491
Color,Movie 43 ,2013,4.3,6000000,41059,8828771,25000
Black and White,Moulin Rouge! ,2001,7.6,52500000,2601,57386369,10000
Color,Motherhood ,2009,4.7,5000000,3146,92900,546
Color,Mother and Child ,2009,7.2,4825000,8876,1110286,0
Color,Mortdecai ,2015,5.5,60000000,42683,7605668,12000
Color,Mortal Kombat: Annihilation ,1997,3.7,30000000,2266,35927406,1000
Color,Mortal Kombat ,1995,5.8,18000000,3816,70360285,0
Color,Morning Glory ,2010,6.5,40000000,621,30993544,0
Color,Moonrise Kingdom ,2012,7.8,16000000,27911,45507053,71000
Color,Moonraker ,1979,6.3,34000000,1008,62700000,0
Color,Moonlight Mile ,2002,6.7,21000000,16692,6830957,365
Color,Moon ,2009,7.9,5000000,19404,5009677,47000
Color,Monty Python and the Holy Grail ,1975,8.3,229575,2158,1229197,14000
Color,Monte Carlo ,2011,5.8,20000000,4257,23179303,6000
Color,"Monsters, Inc. ",2001,8.1,115000000,15013,289907418,0
Color,Monsters vs. Aliens ,2009,6.5,175000000,2579,198332128,0
Color,Monsters University ,2013,7.3,200000000,14863,268488329,44000
Color,Monsters ,2010,6.4,500000,1118,237301,19000
Color,Monster's Ball ,2001,7.1,4000000,13707,31252964,0
Color,Monster-in-Law ,2005,5.5,60000000,6292,82931301,0
Color,Monster House ,2006,6.6,75000000,17299,73661010,0
Color,Monster ,2003,7.3,4500000,11736,34468224,0
Color,Monsoon Wedding ,2001,7.4,7000000,809,13876974,0
Color,Monkeybone ,2001,4.7,75000000,5580,5409517,683
Color,Mongol: The Rise of Genghis Khan ,2007,7.3,20000000,653,5701643,0
Color,Moneyball ,2011,7.6,50000000,53094,75605492,27000
Color,Money Train ,1995,5.6,68000000,1132,35324232,617
Color,Money Talks ,1997,6.1,25000000,2530,41067398,666
Color,Money Monster ,2016,6.7,27000000,10894,41008532,0
Color,Mondays in the Sun ,2002,7.7,4000000,387,146402,0
Color,Mona Lisa Smile ,2003,6.4,65000000,12850,63695760,0
Color,Moms' Night Out ,2014,5.4,5000000,2705,10429707,0
Color,Molly ,1999,5.8,21000000,1562,15593,284
Color,Molière ,2007,7.3,16000000,1651,634277,815
Black and White,Modern Times ,1936,8.6,1500000,352,163245,0
Color,Mo' Better Blues ,1990,6.5,10000000,19065,16153600,720
Color,Mississippi Mermaid ,1969,7.2,1600000,1694,26893,278
Color,Mission: Impossible III ,2006,6.9,150000000,34817,133382309,0
Color,Mission: Impossible II ,2000,6.1,125000000,11930,215397307,0
Color,Mission: Impossible - Rogue Nation ,2015,7.4,150000000,21840,195000874,47000
Color,Mission: Impossible - Ghost Protocol ,2011,7.4,145000000,21768,209364921,35000
Color,Mission: Impossible ,1996,7.1,80000000,12760,180965237,0
Color,Mission to Mars ,2000,5.6,90000000,4902,60874615,0
Color,Miss Potter ,2006,7,30000000,1518,2975649,0
Color,Miss March ,2009,5.1,6000000,1831,4542775,985
Color,Miss Congeniality 2: Armed and Fabulous ,2005,5,45000000,4305,48472213,621
Color,Miss Congeniality ,2000,6.2,45000000,1574,106807667,0
Color,Mirrors ,2008,6.2,35000000,3185,30691439,5000
Color,Mirrormask ,2005,6.9,4000000,1215,864959,0
Color,Mirror Mirror ,2012,5.6,85000000,11454,64933670,18000
Color,Miracles from Heaven ,2016,6.8,13000000,7833,61693523,16000
Color,Miracle at St. Anna ,2008,6,45000000,26982,7916887,0
Color,Miracle ,2004,7.5,28000000,1845,64371181,0
Color,Minority Report ,2002,7.7,102000000,12546,132014112,0
Color,Minions ,2015,6.4,74000000,13616,336029560,70000
Color,Mindhunters ,2004,6.4,27000000,4186,4476235,2000
Color,Million Dollar Baby ,2004,8.1,30000000,28830,100422786,14000
Color,Million Dollar Arm ,2014,7,25000000,6393,36447959,10000
Color,Milk ,2008,7.6,20000000,13189,31838002,10000
Color,Mighty Joe Young ,1998,5.6,90000000,10731,50628009,0
Color,Midnight Special ,2016,6.7,18000000,5671,3707794,0
Color,Midnight Run ,1988,7.6,30000000,23866,38413606,0
Color,Midnight in the Garden of Good and Evil ,1997,6.6,30000000,19689,25078937,0
Color,Midnight in Paris ,2011,7.7,17000000,1289,56816662,78000
Color,Middle of Nowhere ,2012,6.5,200000,3021,78030,569
Color,Micmacs ,2009,7.2,27000000,1342,1260917,0
Color,Mickey Blue Eyes ,1999,5.8,40000000,2913,33864342,445
Black and White,Michael Collins ,1996,7.1,28000000,48482,11030963,0
Color,Michael Clayton ,2007,7.3,25000000,3284,49024969,0
Color,Mi America ,2015,7.2,2100000,214,3330,305
Color,Metropolitan ,1990,7.5,225000,173,2938208,865
Black and White,Metropolis ,1927,8.3,6000000,203,26435,12000
Color,Message in a Bottle ,1999,6.1,55000000,19815,52799004,0
Color,Mercy Streets ,2000,5.6,600000,1281,171988,12
Color,Mercury Rising ,1998,6.1,120000000,33073,65881014,0
Color,Menace II Society ,1993,7.5,3500000,3036,27900000,0
Color,Men with Brooms ,2002,6,7500000,1834,4239767,0
Color,Men of Honor ,2000,7.2,32000000,36069,48814909,0
Color,Men in Black II ,2002,6.1,140000000,14823,190418803,2000
Color,Men in Black 3 ,2012,6.8,225000000,12572,179020854,40000
Color,Men in Black ,1997,7.3,90000000,12998,250147615,0
Color,Memoirs of an Invisible Man ,1992,5.9,40000000,2125,14358033,630
Color,Memoirs of a Geisha ,2005,7.3,85000000,2380,57010853,0
Black and White,Memento ,2000,8.5,9000000,1997,25530884,40000
Color,Melancholia ,2011,7.1,7400000,15835,3029870,50000
Color,Megiddo: The Omega Code 2 ,2001,4.1,22000000,4221,5974653,158
Color,Megamind ,2010,7.3,130000000,46120,148337537,13000
Color,Megaforce ,1982,3.5,20000000,1356,5333658,0
Color,Meet the Spartans ,2008,2.7,30000000,3854,38232624,0
Color,Meet the Parents ,2000,7,55000000,24286,166225040,0
Color,Meet the Fockers ,2004,6.3,80000000,24938,279167575,0
Color,Meet the Deedles ,1998,3.9,24000000,24436,4308981,839
Color,Meet Joe Black ,1998,7.1,90000000,23950,44606335,10000
Color,Meet Dave ,2008,4.9,60000000,1865,11802056,791
Color,Medicine Man ,1992,6,40000000,519,45500797,694
Color,Mean Streets ,1973,7.4,500000,23737,32645,0
Color,Mean Machine ,2001,6.5,2500000,29325,92191,0
Color,Mean Girls ,2004,7,17000000,5032,86049418,0
Color,Mean Creek ,2004,7.3,500000,2655,603943,1000
Color,"Me, Myself & Irene ",2000,6.5,51000000,1711,90567722,0
Color,Me Before You ,2016,7.6,20000000,21852,56154094,51000
Color,Me and You and Everyone We Know ,2005,7.4,2000000,1349,3885134,0
Color,Me and Orson Welles ,2008,6.8,25000000,1591,1186957,0
Color,"McFarland, USA ",2015,7.4,17000000,952,44469602,21000
Color,May ,2002,6.7,500000,2489,145540,0
Color,Maximum Risk ,1996,5.4,25000000,1634,14095303,503
Color,Max Payne ,2008,5.4,35000000,16249,40687294,0
Color,Max Keeble's Big Move ,2001,5.3,12000000,4551,17292381,371
Color,Max ,2015,6.8,20000000,2851,42652003,33000
Color,Maurice ,1987,7.8,2600000,1269,3130592,963
Color,Match Point ,2005,7.7,15000000,20391,23089926,0
Color,Master and Commander: The Far Side of the World ,2003,7.4,150000000,1205,93926386,0
Color,Mary Reilly ,1996,5.8,47000000,8349,5600000,616
Color,Mary Poppins ,1964,7.8,6000000,2045,102300000,0
Color,Marvin's Room ,1996,6.7,23000000,63194,12782508,1000
Color,Martin Lawrence Live: Runteldat ,2002,5.4,3000000,159,19184015,63
Color,Martian Child ,2007,6.8,27000000,2495,7486906,0
Color,Mars Needs Moms ,2011,5.4,150000000,2652,21379315,0
Color,Mars Attacks! ,1996,6.3,70000000,22590,37754208,0
Color,Married Life ,2007,6.3,12000000,141,1506998,314
Color,Marmaduke ,2010,4.2,50000000,20061,33643461,0
Color,Marley & Me ,2008,7.1,60000000,4811,143151473,11000
Color,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,1990,7.1,34000,1967,333658,16
Color,Marie Antoinette ,2006,6.4,40000000,7243,15962471,0
Color,Maria Full of Grace ,2004,7.5,3000000,308,6517198,0
Color,Margin Call ,2011,7.1,3500000,22834,5354039,21000
Color,Margaret ,2011,6.5,14000000,14638,46495,0
Color,Marci X ,2003,2.8,20000000,2467,1646664,241
Color,March or Die ,1977,6.3,9000000,2209,1000000,122
Color,March of the Penguins ,2005,7.6,8000000,11218,77413017,0
Color,Maniac ,2012,6.1,6000000,1233,12843,0
Color,Manderlay ,2005,7.4,14200000,4211,74205,1000
Color,Mandela: Long Walk to Freedom ,2013,7.1,35000000,301,8324748,13000
Color,Man on Wire ,2008,7.8,1000000,68,2957978,0
Color,Man on the Moon ,1999,7.4,52000000,209,34580635,0
Color,Man on Fire ,2004,7.7,70000000,20454,77862546,14000
Color,Man on a Ledge ,2012,6.6,42000000,362,18600911,11000
Color,Man of the Year ,2006,6.2,20000000,52571,37442180,0
Color,Man of the House ,2005,5.4,40000000,6171,19118247,779
Color,Man of Steel ,2013,7.2,225000000,20495,291021565,118000
Color,Mamma Mia! ,2008,6.3,52000000,26002,143704210,10000
Color,Mambo Italiano ,2003,6.7,5000000,1033,6239558,352
Color,Mama ,2013,6.2,20000000,1949,71588220,57000
Color,Malone ,1987,5.6,10000000,1891,3060858,208
Color,Mallrats ,1995,7.2,6000000,3254,2122561,0
Color,Malibu's Most Wanted ,2003,5.1,16000000,4435,34308901,0
Color,Maleficent ,2014,7,180000000,15516,241407328,89000
Color,Malcolm X ,1992,7.7,33000000,20143,48169908,0
Color,Major League ,1989,7.2,11000000,3435,49797148,0
Color,Major Dundee ,1965,6.8,3800000,2888,14873,251
Color,Maid in Manhattan ,2002,5.1,55000000,7184,93815117,0
Color,Magnolia ,1999,8,37000000,1906,22450975,13000
Color,Magic Mike XXL ,2015,5.7,14800000,38963,66009973,41000
Color,Magic Mike ,2012,6.1,7000000,46646,113709992,54000
Color,Maggie ,2015,5.6,8500000,1885,131175,22000
Color,Madea's Witness Protection ,2012,4.8,20000000,2753,65623128,0
Color,Madea's Family Reunion ,2006,5,6000000,5264,63231524,676
Color,Made of Honor ,2008,5.8,40000000,4298,46012734,3000
Color,Made in Dagenham ,2010,7.2,7200000,7692,1094798,0
Color,Made ,2001,6.4,5000000,5245,5308707,393
Color,Madagascar: Escape 2 Africa ,2008,6.7,150000000,3285,179982968,0
Color,Madagascar 3: Europe's Most Wanted ,2012,6.9,145000000,2444,216366733,17000
Color,Madagascar ,2005,6.9,75000000,1777,193136719,0
Color,Madadayo ,1993,7.5,11900000,30,48856,355
Color,Mad Money ,2008,5.8,22000000,2453,20668843,687
Color,Mad Max: Fury Road ,2015,8.1,150000000,40025,153629485,191000
Color,Mad Max Beyond Thunderdome ,1985,6.2,12305523,1529,36200000,0
Black and White,Mad Max 2: The Road Warrior ,1981,7.6,2000000,1396,9003011,0
Color,Mad City ,1997,6.2,50000000,2606,10556196,697
Color,Machine Gun Preacher ,2011,6.8,30000000,19620,537580,21000
Color,Machete Kills ,2013,5.6,20000000,2848,7268659,48000
Color,Machete ,2010,6.7,10500000,26233,26589953,44000
Color,MacGruber ,2010,5.5,10000000,2618,8460995,0
Color,Luminarias ,2000,3.6,1000000,2289,428535,24
Color,Lucy ,2014,6.4,40000000,32325,126546825,83000
Color,Lucky You ,2007,5.9,55000000,26334,5755286,672
Color,Lucky Numbers ,2000,5,65000000,3580,10014234,177
Color,Lucky Number Slevin ,2006,7.8,54000000,52902,44988974,20000
Color,Lucky Break ,2001,6.2,6000000,2440,54606,30
Color,"Lovely, Still ",2008,7.3,5000000,4987,124720,777
Color,Lovely & Amazing ,2001,6.9,250000,1330,4186931,169
Color,Love's Abiding Joy ,2006,7.2,3000000,2715,252726,76
Color,Love the Coopers ,2015,5.7,17000000,10691,26284475,0
Color,Love Stinks ,1999,5.8,4000000,2662,2800000,309
Color,Love Ranch ,2010,5.7,25000000,3204,134904,636
Color,Love Jones ,1997,7.4,10000000,3871,12514138,1000
Color,Love in the Time of Cholera ,2007,6.4,45000000,538,4584886,0
Color,Love Happens ,2009,5.6,18000000,4947,22927390,0
Color,Love and Other Catastrophes ,1996,6.4,250000,1661,212285,46
Color,Love Actually ,2003,7.7,45000000,28886,59365105,52000
Color,Love & Other Drugs ,2010,6.7,30000000,31278,32357532,24000
Color,Love & Basketball ,2000,7.2,15000000,5135,27441122,0
Color,Lost Souls ,2000,4.8,28000000,1805,16779636,209
Color,Lost in Translation ,2003,7.8,4000000,32015,44566004,17000
Color,Lost in Space ,1998,5.1,80000000,12186,69102910,0
Color,Loser ,2000,5.3,20000000,1189,15464026,1000
Color,Lords of Dogtown ,2005,7.1,25000000,16651,11008432,5000
Color,Lord of War ,2005,7.6,50000000,12076,24127895,10000
Color,Looper ,2012,7.4,30000000,37387,66468315,75000
Color,Looney Tunes: Back in Action ,2003,5.7,80000000,5593,20950820,665
Color,Lonesome Jim ,2005,6.6,500000,1440,154077,238
Color,Lone Wolf McQuade ,1983,6.3,5000000,2383,12200000,0
Color,Lone Survivor ,2013,7.6,40000000,1261,125069696,58000
Color,Lone Star ,1996,7.6,5000000,11400,13269963,0
Color,London Has Fallen ,2016,5.9,60000000,20276,62401264,28000
Color,London ,2005,6.6,14000,39518,12667,0
Color,Logan's Run ,1976,6.8,9000000,2951,25000000,0
Color,Lockout ,2012,6.1,20000000,1414,14291570,10000
Color,Locker 13 ,2014,4.8,300000,2048,2468,261
Color,"Lock, Stock and Two Smoking Barrels ",1998,8.2,960000,28294,3650677,21000
Color,Loaded Weapon 1 ,1993,6.1,8200000,12322,27979400,0
Color,Living Out Loud ,1998,6.6,12000000,3250,12902790,242
Color,Live Free or Die Hard ,2007,7.2,110000000,13961,134520804,0
Color,Live and Let Die ,1973,6.8,7000000,1865,35400000,0
Color,Littleman ,2006,4.3,64000000,6334,58255287,0
Color,Little Women ,1994,7.3,15000000,29370,50003300,0
Color,Little White Lies ,2010,7.1,25000000,890,183662,0
Color,Little Shop of Horrors ,1986,6.9,25000000,15308,38747385,0
Color,Little Nicky ,2000,5.3,80000000,25190,39442871,0
Color,Little Miss Sunshine ,2006,7.9,8000000,7227,59889948,15000
Color,Little Fockers ,2010,5.5,100000000,24082,148383780,0
Color,Little Children ,2006,7.6,26000000,15337,5459824,5000
Color,Little Boy ,2015,7.4,20000000,5705,6420319,15000
Color,Little Black Book ,2004,5.2,35000000,4369,20422207,484
Color,Lions for Lambs ,2007,6.2,35000000,32875,14998070,0
Color,Lincoln ,2012,7.4,65000000,25517,182204440,71000
Color,Limbo ,1999,7.1,8000000,823,1997807,196
Color,Lilo & Stitch ,2002,7.2,80000000,3112,145771527,0
Color,Like Mike ,2002,5.1,30000000,3679,51432423,1000
Color,Like Crazy ,2011,6.7,250000,34983,3388210,12000
Color,Lights Out ,2016,6.9,4900000,3344,56536016,0
Color,Light Sleeper ,1992,6.8,5000000,1201,1100000,247
Color,Light It Up ,1999,6,13000000,6485,5871603,251
Color,Life or Something Like It ,2002,5.8,40000000,12566,14448589,835
Color,Life of Pi ,2012,8,120000000,2121,124976634,122000
Color,Life as a House ,2001,7.5,18000000,21622,15561627,0
Color,License to Wed ,2007,5.3,35000000,52566,43792641,913
Color,Licence to Kill ,1989,6.6,32000000,2371,34667015,0
Color,Liar Liar ,1997,6.8,45000000,2070,181395380,0
Color,Letters to Juliet ,2010,6.5,30000000,1026,53021560,13000
Color,Letters to God ,2010,6.3,3500000,1567,2848578,0
Color,Letters from Iwo Jima ,2006,7.9,19000000,751,13753931,5000
Color,Lethal Weapon 4 ,1998,6.6,140000000,6171,129734803,0
Color,Lethal Weapon 3 ,1992,6.7,35000000,1446,144731527,0
Color,Let's Be Cops ,2014,6.5,17000000,3627,82389560,14000
Color,Let Me In ,2010,7.2,20000000,20258,12134420,25000
Color,Les visiteurs ,1993,7,50000000,215,700000,0
Color,Les Misérables ,2012,7.6,61000000,46204,148775460,144000
Color,Les couloirs du temps: Les visiteurs II ,1998,6,140000000,182,146072,136
Color,Legion ,2010,5.2,26000000,3889,40168080,0
Color,Legends of the Fall ,1994,7.5,30000000,26388,66528842,11000
Color,Legends of Oz: Dorothy's Return ,2013,5.6,70000000,6946,8460990,5000
Color,Legend of the Guardians: The Owls of Ga'Hoole ,2010,7,80000000,4286,55673333,16000
Color,Legend ,2015,7,30000000,27659,1865774,43000
Color,"Legally Blonde 2: Red, White & Blonde ",2003,4.6,45000000,3500,89808372,660
Color,Legally Blonde ,2001,6.2,18000000,4380,95001351,0
Color,Legal Eagles ,1986,5.9,40000000,2179,49851591,263
Color,Left Behind ,2014,3.1,32000000,30088,27996564,62000
Color,Lee Daniels' The Butler ,2013,7.2,30000000,20035,116631310,41000
Color,Leaving Las Vegas ,1995,7.6,3600000,14823,31968347,0
Color,Leatherheads ,2008,6,58000000,589,31199215,472
Color,Leap Year ,2010,6.4,19000000,4094,12561,13000
Color,Le Havre ,2011,7.2,3850000,391,611709,0
Color,Layer Cake ,2004,7.4,4000000,29277,2338695,0
Color,Laws of Attraction ,2004,5.9,28000000,961,17848322,702
Color,Lawrence of Arabia ,1962,8.4,15000000,1076,6000000,11000
Color,Law Abiding Citizen ,2009,7.4,50000000,22517,73343413,21000
Color,Latter Days ,2003,7.2,850000,26017,819939,0
Color,Last Vegas ,2013,6.6,28000000,35694,63910583,27000
Color,Last Orders ,2001,7,12000000,7166,2326407,305
Color,Last Holiday ,2006,6.4,45000000,3757,38360195,0
Color,Last Action Hero ,1993,6.2,70000000,2407,50016394,0
Color,Lars and the Real Girl ,2007,7.4,12000000,34351,5949693,19000
Color,Larry the Cable Guy: Health Inspector ,2006,3.1,4000000,2135,15655665,110
Color,Larry Crowne ,2011,6.1,30000000,16827,35565975,0
Color,Lara Croft: Tomb Raider ,2001,5.7,115000000,12150,131144183,0
Color,Lara Croft Tomb Raider: The Cradle of Life ,2003,5.5,95000000,33154,65653758,0
Color,Land of the Lost ,2009,5.4,100000000,10552,49392095,0
Black and White,Land of the Dead ,2005,6.2,15000000,1876,20433940,0
Color,Lakeview Terrace ,2008,6.1,22000000,2382,39263506,0
Color,Lake Placid ,1999,5.6,27000000,3313,31768374,2000
Color,Lady Vengeance ,2005,7.7,,907,211667,4000
Color,Lady in White ,1988,6.7,4700000,2545,1705139,0
Color,Lady in the Water ,2006,5.6,70000000,5609,42272747,0
Color,Ladder 49 ,2004,6.5,55000000,4496,74540762,0
Color,Labor Day ,2013,6.9,18000000,39307,13362308,0
Color,La otra conquista ,1998,6.8,3500000,222,886410,140
Color,La Bamba ,1987,6.8,6500000,936,54215416,0
Color,L'auberge espagnole ,2002,7.3,5300000,1858,3895664,0
Color,L.I.E. ,2001,7.2,700000,209,1141829,420
Color,L.A. Confidential ,1997,8.3,35000000,19129,64604977,11000
Color,L!fe Happens ,2011,5.7,930000,2924,20186,995
Color,Kung Pow: Enter the Fist ,2002,6.2,10000000,361,16033556,0
Color,Kung Fu Panda 3 ,2016,7.2,145000000,36095,143523463,24000
Color,Kung Fu Panda 2 ,2011,7.3,150000000,21015,165230261,20000
Color,Kung Fu Panda ,2008,7.6,130000000,12754,215395021,6000
Color,Kung Fu Killer ,2014,6.5,25000000,285,129115,0
Color,Kung Fu Hustle ,2004,7.8,20000000,537,17104669,0
Color,Kundun ,1997,7,28000000,4,5532301,0
Color,Krampus ,2015,6.2,15000000,4567,42592530,27000
Color,Knowing ,2009,6.2,50000000,13421,79948113,0
Color,Knocked Up ,2007,7,30000000,12874,148734225,0
Color,Knock Off ,1998,4.8,35000000,1352,10076136,471
Color,Knight and Day ,2010,6.3,117000000,12731,76418654,11000
Color,Kites ,2010,6,600000000,1836,1602466,0
Color,Kit Kittredge: An American Girl ,2008,6.7,10000000,3317,17655201,851
Color,Kissing Jessica Stein ,2001,6.7,1000000,1173,7022940,682
Color,Kiss the Girls ,1997,6.6,27000000,14322,60491560,0
Color,Kiss the Bride ,2007,5.7,500000,2310,31937,60
Color,Kiss of the Dragon ,2001,6.6,25000000,7945,36833473,0
Color,Kiss of Death ,1995,5.9,40000000,14008,14942422,555
