Budget,Cast_Likes,Gross,Link,Score,Title,Type,Users,Year,movie_likes
150000000,1045,199228,http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1,7.2,Paa ,Color,7295,2009,504
30000000,18726,53680848,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,7.1,P.S. I Love You ,Color,167967,2007,20000
430000000,146882,469806152,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,6.4,Oz the Great and Powerful ,Color,350822,2013,120000
10000000,23513,1011054,http://www.imdb.com/title/tt0285861/?ref_=fn_tt_tt_1,7.2,Owning Mahowny ,Color,10585,2003,0
100000,4,3000000,http://www.imdb.com/title/tt0011549/?ref_=fn_tt_tt_1,4.8,Over the Hill to the Poorhouse ,Black and White,5,1920,0
80000000,22813,155019340,http://www.imdb.com/title/tt0327084/?ref_=fn_tt_tt_1,6.8,Over the Hedge ,Color,127345,2006,0
10000000,3651,7563670,http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1,5.2,Over Her Dead Body ,Color,21268,2008,518
7000000,2018,7292175,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,6.4,Outside Providence ,Color,7736,1999,0
50000000,30383,67823573,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1,6.6,Outbreak ,Color,91176,1995,0
50000000,19739,40905277,http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1,6.5,Out of Time ,Color,45895,2003,1000
22000000,24134,11326836,http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1,6.8,Out of the Furnace ,Color,83171,2013,17000
48000000,3768,37339525,http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1,7,Out of Sight ,Color,71708,1998,0
31000000,12518,87100000,http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,7.2,Out of Africa ,Color,52339,1985,0
11000000,4291,13903262,http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,6.3,Out Cold ,Color,14656,2001,0
5000000,15710,24809547,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,6.4,Our Idiot Brother ,Color,74875,2011,11000
14000000,3299,20246959,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,4.9,Our Family Wedding ,Color,5721,2010,1000
28000000,3944,6998324,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,6.1,Our Brand Is Crisis ,Color,11476,2015,0
5000000,5056,50820940,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,4.4,Ouija ,Color,31915,2014,18000
70000000,3734,13596911,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,6.2,Osmosis Jones ,Color,25572,2001,2000
16000000,2004,1508689,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,6.7,Oscar and Lucinda ,Color,5648,1997,329
46000,30,1127331,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,7.4,Osama ,Color,7559,2003,0
42000000,11662,16252765,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,6,Original Sin ,Color,44913,2001,3000
1000000,904,582024,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,6.2,Orgazmo ,Color,30396,1997,0
6000000,5122,54800000,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,7.8,Ordinary People ,Color,35130,1980,0
12620000,14133,31662,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,6.8,Operation Chromite ,Color,90,2016,139
500000,67,30500882,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,5.7,Open Water ,Color,42256,2003,0
85000000,6081,84303558,http://www.imdb.com/title/tt0400717/?ref_=fn_tt_tt_1,6.2,Open Season ,Color,65270,2006,863
22000000,5458,58328680,http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1,7.5,Open Range ,Color,54096,2003,0
11400000,299,13751,http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1,6.6,Opal Dream ,Color,813,2006,135
6000000,382,3273588,http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1,6.7,Only the Strong ,Color,4195,1993,0
4800000,34779,778565,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,5.7,Only God Forgives ,Color,83234,2013,30000
300000000,134,102055,http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,6.2,Ong-bak 2 ,Color,24570,2008,0
30000000,12785,23209440,http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,7,One True Thing ,Color,9283,1998,592
1400000,1082,18435,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,5.8,One to Another ,Color,1010,2006,104
20000000,908,13391174,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,6.3,One Night with the King ,Color,5796,2006,0
27000000,1834,26876529,http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1,3.9,One Missed Call ,Color,26624,2008,0
11350000,2705,229311,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,6.2,One Man's Hero ,Color,899,1999,271
12000000,52138,31597131,http://www.imdb.com/title/tt0265459/?ref_=fn_tt_tt_1,6.8,One Hour Photo ,Color,97938,2002,0
40000000,3301,26404753,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,5.3,One for the Money ,Color,34203,2012,19000
4400000,2176,112000000,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,8.7,One Flew Over the Cuckoo's Nest ,Color,680041,1975,32000
10000000,2787,28873374,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,4.1,One Direction: This Is Us ,Color,22161,2013,0
15000000,17627,13766014,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,7,One Day ,Color,106111,2011,49000
12000000,1554,548934,http://www.imdb.com/title/tt1235796/?ref_=fn_tt_tt_1,6.8,Ondine ,Color,16863,2009,0
29000000,46186,55845943,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,6.4,Once Upon a Time in Mexico ,Color,130094,2003,0
30000000,24719,5300000,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,8.4,Once Upon a Time in America ,Color,221000,1984,12000
1000000,118,144431,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,7.3,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,Color,1290,2006,587
180000,332,9437933,http://www.imdb.com/title/tt0907657/?ref_=fn_tt_tt_1,7.9,Once ,Color,90827,2007,26000
910000,11094,9600000,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,8.2,On the Waterfront ,Black and White,100890,1954,0
25000000,33747,717753,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,6.1,On the Road ,Color,33107,2012,27000
16000000,2446,4356743,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,4.1,On the Line ,Color,3662,2001,0
7000000,1769,22800000,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,6.8,On Her Majesty's Secret Service ,Color,59941,1969,0
50000000,1860,38590500,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1,4.4,On Deadly Ground ,Color,17997,1994,812
70000000,31782,98895417,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,6.5,Olympus Has Fallen ,Color,203154,2013,45000
10000000,1593,16800000,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,7.5,Oliver! ,Color,25303,1968,0
50000000,450,1987287,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,6.9,Oliver Twist ,Color,25474,2005,0
3000000,852,2181290,http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1,8.4,Oldboy ,Color,356181,2003,43000
24000000,10325,74608545,http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1,7.2,Old School ,Color,185258,2003,0
300000,132,255352,http://www.imdb.com/title/tt0468526/?ref_=fn_tt_tt_1,6.7,Old Joy ,Color,4423,2006,594
35000000,53370,49474048,http://www.imdb.com/title/tt0976238/?ref_=fn_tt_tt_1,5.4,Old Dogs ,Color,31191,2009,0
10000000,3462,10824921,http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,7.8,Office Space ,Color,200293,1999,16000
10000000,81,11835,http://www.imdb.com/title/tt3074732/?ref_=fn_tt_tt_1,6.9,Of Horses and Men ,Color,1920,2013,1000
4000000,416,3950029,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,7.2,Of Gods and Men ,Color,12411,2010,0
5000000,2071,27689474,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,6.5,Oculus ,Color,85688,2013,23000
27500000,1898,67900000,http://www.imdb.com/title/tt0086034/?ref_=fn_tt_tt_1,6.6,Octopussy ,Color,74374,1983,0
40000000,152,19406406,http://www.imdb.com/title/tt0765128/?ref_=fn_tt_tt_1,7.8,Oceans ,Color,7630,2009,0
110000000,19359,125531634,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1,6.4,Ocean's Twelve ,Color,284852,2004,0
85000000,43499,117144465,http://www.imdb.com/title/tt0496806/?ref_=fn_tt_tt_1,6.9,Ocean's Thirteen ,Color,256928,2007,0
85000000,13028,183405771,http://www.imdb.com/title/tt0240772/?ref_=fn_tt_tt_1,7.8,Ocean's Eleven ,Color,402645,2001,0
18000000,727,23993605,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,5.8,Observe and Report ,Color,52467,2009,0
120000000,22004,89021735,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1,7,Oblivion ,Color,387436,2013,71000
26000000,3066,45506619,http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1,7.8,"O Brother, Where Art Thou? ",Color,225102,2000,16000
10000000,6600,32034806,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,6.2,O ,Color,34666,2001,0
65000000,2818,123307945,http://www.imdb.com/title/tt0144528/?ref_=fn_tt_tt_1,4.3,Nutty Professor II: The Klumps ,Color,39391,2000,374
24000000,12254,25167270,http://www.imdb.com/title/tt0171580/?ref_=fn_tt_tt_1,6.3,Nurse Betty ,Color,30119,2000,455
15000000,2210,22189039,http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,5.5,Nowhere to Run ,Color,17074,1993,466
7000000,105,6173485,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,7.7,Nowhere in Africa ,Color,10672,2001,802
90000000,23031,64685359,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,6.9,Now You See Me 2 ,Color,40862,2016,15000
75000000,13312,117698894,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,7.3,Now You See Me ,Color,447979,2013,105000
6000000,489,2025238,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,5.8,Novocaine ,Color,9589,2001,289
150000,1008,191309,http://www.imdb.com/title/tt0368089/?ref_=fn_tt_tt_1,5.5,November ,Color,2787,2004,98
42000000,9255,116006080,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,7,Notting Hill ,Color,203269,1999,11000
25000000,2457,44455658,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,6.7,Nothing to Lose ,Color,36253,1997,0
160000,835,12438,http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,8.1,Nothing But a Man ,Black and White,891,1964,363
15000000,646,17508670,http://www.imdb.com/title/tt0465551/?ref_=fn_tt_tt_1,7.4,Notes on a Scandal ,Color,64625,2006,0
8000000,2269,10572742,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,6.1,Not Easily Broken ,Color,2326,2009,738
600000,954,35688,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,5.1,Not Cool ,Color,4167,2014,0
16000000,15369,37882551,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,5.7,Not Another Teen Movie ,Color,80305,2001,0
1900000,2389,1420578,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,6.4,Northfork ,Color,4894,2003,298
35000000,20563,18324242,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,7.3,North Country ,Color,32815,2005,0
50000000,16967,91439400,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1,7,Non-Stop ,Color,200647,2014,24000
25000000,2115,77231,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,6,Nomad: The Warrior ,Color,3322,2005,265
125000000,32355,101160529,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,5.8,Noah ,Color,200022,2014,71000
25000000,22739,70625986,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,6.2,No Strings Attached ,Color,168717,2011,24000
28000000,3497,43097652,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,6.3,No Reservations ,Color,59068,2007,0
13200000,2297,52543632,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,5.6,No Good Deed ,Color,12676,2014,0
5000000,259,27285953,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,6.8,No Escape ,Color,48675,2015,16000
2000000,446,1430185,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1,8.3,No End in Sight ,Color,7314,2007,0
25000000,4738,74273505,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,8.1,No Country for Old Men ,Color,612060,2007,21000
50000000,21130,13560960,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,7.1,Nixon ,Black and White,23996,1995,915
40000000,701,38105077,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1,6.4,Ninja Assassin ,Color,58349,2009,0
1500000,856,1221261,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,7.9,Nine Queens ,Color,38215,2000,0
80000000,619,19673424,http://www.imdb.com/title/tt0875034/?ref_=fn_tt_tt_1,5.8,Nine ,Black and White,37446,2009,0
37000000,18178,48006503,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,6,Nim's Island ,Color,28109,2008,0
8500000,15554,32279955,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,7.9,Nightcrawler ,Color,293304,2014,65000
4200000,206,1487477,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,6.5,Night Watch ,Color,47097,2004,0
127000000,53587,113733726,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,6.2,Night at the Museum: Secret of the Tomb ,Color,67223,2014,11000
150000000,54039,177243721,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,5.9,Night at the Museum: Battle of the Smithsonian ,Color,130272,2009,2000
110000000,55486,250863268,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1,6.4,Night at the Museum ,Color,234480,2006,3000
9000000,2807,31487293,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,6.7,Nick and Norah's Infinite Playlist ,Color,74887,2008,0
10000000,29177,1309849,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,7.2,Nicholas Nickleby ,Color,9395,2002,0
1000000,23461,3386698,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,6.7,Next Stop Wonderland ,Color,4195,1998,392
9500000,3939,57176582,http://www.imdb.com/title/tt0195945/?ref_=fn_tt_tt_1,6.1,Next Friday ,Color,27492,2000,0
3000000,4815,10017041,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1,5.9,Next Day Air ,Color,8265,2009,545
9000,690,4584,http://www.imdb.com/title/tt1880418/?ref_=fn_tt_tt_1,6.4,Newlyweds ,Color,1338,2011,413
15000000,12685,10763469,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,6.4,New York Stories ,Color,13692,1989,877
30000000,3974,14018364,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,4.8,New York Minute ,Color,17722,2004,849
56000000,23456,54540525,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,5.7,New Year's Eve ,Color,66579,2011,20000
8000000,1775,18090181,http://www.imdb.com/title/tt0111686/?ref_=fn_tt_tt_1,6.4,New Nightmare ,Color,38191,1994,0
8000000,25792,16699684,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,5.6,New in Town ,Color,17461,2009,0
36000000,762,55500000,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,6.2,Never Say Never Again ,Color,48636,1983,0
15000000,12867,2412045,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,7.2,Never Let Me Go ,Color,109873,2010,33000
20000000,4089,24848292,http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1,6.6,Never Back Down ,Color,80556,2008,0
500000,24382,295468,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,6,Never Again ,Color,709,2001,139
20000000,1780,28876924,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,7.1,Nerve ,Color,4303,2016,0
35000000,17860,55291815,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,6,Neighbors 2: Sorority Rising ,Color,28041,2016,0
18000000,2771,150056505,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,6.4,Neighbors ,Color,216581,2014,21000
66000000,7081,43568507,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,6.5,Need for Speed ,Color,136954,2014,32000
12000000,3798,17613460,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,7.8,Nebraska ,Black and White,91082,2013,28000
1500000,602,100358,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,3.3,Neal 'N' Nikki ,Color,1167,2005,66
700000,1763,10508,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,6.5,Naturally Native ,Color,103,1998,102
100000000,13679,173005002,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,6.9,National Treasure ,Color,255447,2004,0
15000000,3617,61400000,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,7.4,National Lampoon's Vacation ,Color,71183,1983,0
7500000,1442,10460089,http://www.imdb.com/title/tt0272207/?ref_=fn_tt_tt_1,7.2,Narc ,Color,34098,2002,1000
400000,3950,44540956,http://www.imdb.com/title/tt0374900/?ref_=fn_tt_tt_1,6.9,Napoleon Dynamite ,Color,161448,2004,0
35000000,855,28995450,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,6.1,Nanny McPhee Returns ,Color,19230,2010,0
25000000,17278,47124400,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,6.6,Nanny McPhee ,Color,49676,2005,0
20000000,3327,25584685,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,5.9,Nancy Drew ,Color,15877,2007,590
30000000,4767,51109400,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,6.4,Naked Gun 33 1/3: The Final Insult ,Color,76850,1994,1000
32000000,1729,80197993,http://www.imdb.com/title/tt0457510/?ref_=fn_tt_tt_1,5.7,Nacho Libre ,Color,65551,2006,0
25000000,1942,90135191,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,8,Mystic River ,Color,338415,2003,12000
6000000,10430,12793213,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,6.2,Mystic Pizza ,Color,18286,1988,0
28000000,2171,8888143,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,6.7,"Mystery, Alaska ",Color,22250,1999,913
65000000,3986,29655590,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1,6,Mystery Men ,Color,53970,1999,0
6400000,17204,14597405,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,7,My Week with Marilyn ,Color,71679,2011,17000
30000000,2737,22526144,http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,5.1,My Super Ex-Girlfriend ,Color,53884,2006,1000
1700000,763,992238,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,6.8,My Summer of Love ,Color,16349,2004,869
20000000,14677,13854000,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,5.2,My Stepmother Is an Alien ,Color,21079,1988,818
50000000,5074,29274980,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,4.8,My Soul to Take ,Color,32822,2010,0
30000000,1775,49185998,http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1,7.4,My Sister's Keeper ,Color,74476,2009,15000
2500000,19923,6401336,http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1,7.1,My Own Private Idaho ,Color,36996,1991,0
12000000,8532,4018695,http://www.imdb.com/title/tt1188996/?ref_=fn_tt_tt_1,8,My Name Is Khan ,Color,69759,2010,27000
1500000,1238,173066,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,6.3,My Name Is Bruce ,Color,21379,2007,0
2000000,2972,395592,http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1,7.6,My Life Without Me ,Color,21202,2003,0
17000000,2016,8662318,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,5.9,My Life in Ruins ,Color,15033,2009,0
16500000,5433,59847242,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,6.8,My Girl ,Color,55895,1991,0
21500000,4629,22294341,http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1,6.5,My Fellow Americans ,Color,12278,1996,758
65000000,2151,36830057,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,4.9,My Favorite Martian ,Color,10883,1999,448
17000000,1164,72000000,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,7.9,My Fair Lady ,Color,66959,1964,0
5000000,2515,34099640,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,7,My Dog Skip ,Color,16651,2000,0
1100,163,85222,http://www.imdb.com/title/tt0378407/?ref_=fn_tt_tt_1,6.6,My Date with Drew ,Color,4285,2004,456
11000000,3280,52929168,http://www.imdb.com/title/tt0104952/?ref_=fn_tt_tt_1,7.5,My Cousin Vinny ,Color,82743,1992,7000
14000000,3007,15549702,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,4.6,My Boss's Daughter ,Color,24038,2003,411
10000000,20364,866778,http://www.imdb.com/title/tt0765120/?ref_=fn_tt_tt_1,6.7,My Blueberry Nights ,Color,44208,2007,0
15000000,14159,51527787,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,5.5,My Bloody Valentine ,Color,45603,2009,0
18000000,2259,59573085,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,6.1,My Big Fat Greek Wedding 2 ,Color,13562,2016,19000
5000000,1495,241437427,http://www.imdb.com/title/tt0259446/?ref_=fn_tt_tt_1,6.6,My Big Fat Greek Wedding ,Color,102071,2002,5000
46000000,12344,126805112,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,6.3,My Best Friend's Wedding ,Color,98199,1997,0
40000000,3301,19151864,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1,5.9,My Best Friend's Girl ,Color,36983,2008,0
30000000,4879,43894863,http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1,5.9,Must Love Dogs ,Color,25883,2005,0
1750211,15,1523883,http://www.imdb.com/title/tt0436613/?ref_=fn_tt_tt_1,7.8,Murderball ,Color,9037,2005,0
100000000,69211,63749738,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,6.1,Murder by Numbers ,Color,87149,2002,0
50000000,6089,51178893,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,6.4,Muppets Most Wanted ,Color,24285,2014,10000
24000000,3243,16290976,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,6.2,Muppets from Space ,Color,14637,1999,619
70000000,2529,47379090,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,7.6,Munich ,Color,176936,2005,0
28000000,17873,4554569,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1,6.9,Mumford ,Black and White,8134,1999,209
45000000,2348,20101861,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,6,Multiplicity ,Color,24757,1996,0
15000000,8484,7219578,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,8,Mulholland Drive ,Color,235992,2001,16000
90000000,4478,120618403,http://www.imdb.com/title/tt0120762/?ref_=fn_tt_tt_1,7.5,Mulan ,Color,171792,1998,12000
10000000,13960,21589307,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,7.4,Mud ,Color,135286,2012,27000
8000000,37645,22551000,http://www.imdb.com/title/tt0107616/?ref_=fn_tt_tt_1,7.4,Much Ado About Nothing ,Color,37269,1993,0
25000000,5023,10070000,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,6.2,Mrs. Winterbourne ,Color,5668,1996,491
25000000,52201,219200000,http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1,6.9,Mrs. Doubtfire ,Color,181380,1993,0
20000000,5637,11034436,http://www.imdb.com/title/tt0413015/?ref_=fn_tt_tt_1,7.1,Mrs Henderson Presents ,Color,13505,2005,0
8200000,390,3958500,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,6.8,Mr. Turner ,Color,17933,2014,0
55000000,2820,68218041,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,6,Mr. Popper's Penguins ,Color,67191,2011,14000
145000000,5810,111505642,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,6.9,Mr. Peabody & Sherman ,Color,47900,2014,11000
6500000,2223,82528097,http://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1,7.3,Mr. Holland's Opus ,Color,30230,1995,0
50000000,26826,126203320,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1,5.8,Mr. Deeds ,Color,110432,2002,0
25000000,794,32553210,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,6.3,Mr. Bean's Holiday ,Color,88714,2007,0
120000000,22722,186336103,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1,6.5,Mr. & Mrs. Smith ,Color,348861,2005,0
30000000,4462,21800302,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,5.5,Mr 3000 ,Color,12164,2004,491
6000000,41059,8828771,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,4.3,Movie 43 ,Color,79146,2013,25000
52500000,2601,57386369,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,7.6,Moulin Rouge! ,Black and White,224013,2001,10000
5000000,3146,92900,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,4.7,Motherhood ,Color,3662,2009,546
4825000,8876,1110286,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,7.2,Mother and Child ,Color,9727,2009,0
60000000,42683,7605668,http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1,5.5,Mortdecai ,Color,47320,2015,12000
30000000,2266,35927406,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,3.7,Mortal Kombat: Annihilation ,Color,36363,1997,1000
18000000,3816,70360285,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1,5.8,Mortal Kombat ,Color,81783,1995,0
40000000,621,30993544,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,6.5,Morning Glory ,Color,58871,2010,0
16000000,27911,45507053,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,7.8,Moonrise Kingdom ,Color,237848,2012,71000
34000000,1008,62700000,http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,6.3,Moonraker ,Color,69534,1979,0
