Cast_Likes,Facenumber,Gross,Link,Score,Title
1500,12,7443007,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,6.7,Taking Woodstock 
54083,4,241063875,http://www.imdb.com/title/tt1298650/?ref_=fn_tt_tt_1,6.7,Pirates of the Caribbean: On Stranger Tides 
46186,1,55845943,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,6.4,Once Upon a Time in Mexico 
13679,0,173005002,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,6.9,National Treasure 
1743,0,489220,http://www.imdb.com/title/tt0123755/?ref_=fn_tt_tt_1,7.3,Cube 
16410,0,139852971,http://www.imdb.com/title/tt1397280/?ref_=fn_tt_tt_1,6.3,Taken 2 
16461,0,145000989,http://www.imdb.com/title/tt0936501/?ref_=fn_tt_tt_1,7.9,Taken 
1816,2,18252684,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,6.9,Simon Birch 
52970,0,217350219,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,8,Aladdin 
55254,0,58220776,http://www.imdb.com/title/tt0182789/?ref_=fn_tt_tt_1,6.8,Bicentennial Man 
1520,0,1729969,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,7.4,Take Shelter 
955,1,795126,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1,7.6,Saint Ralph 
902,3,872643,http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1,5.4,Ta Ra Rum Pum 
646,0,17508670,http://www.imdb.com/title/tt0465551/?ref_=fn_tt_tt_1,7.4,Notes on a Scandal 
24732,0,3081925,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1,7.5,"Synecdoche, New York "
2785,2,11702090,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,6.3,Sydney White 
1286,0,30688364,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,6.2,3 Days to Kill 
25942,4,69772969,http://www.imdb.com/title/tt0244244/?ref_=fn_tt_tt_1,6.5,Swordfish 
16791,1,50740078,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,6.2,Resident Evil: Apocalypse 
74,1,6482195,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,6.4,Switchback 
380,4,2712293,http://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,5.9,Straight Out of Brooklyn 
3819,0,28563926,http://www.imdb.com/title/tt0283026/?ref_=fn_tt_tt_1,5,Swimfan 
5178,0,90835030,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,5.9,Ride Along 2 
1631,1,15180000,http://www.imdb.com/title/tt0067810/?ref_=fn_tt_tt_1,5.5,Sweet Sweetback's Baadasssss Song 
4251,1,127214072,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,6.1,Sweet Home Alabama 
16828,0,104054514,http://www.imdb.com/title/tt0257044/?ref_=fn_tt_tt_1,7.7,Road to Perdition 
16534,1,3500000,http://www.imdb.com/title/tt0058461/?ref_=fn_tt_tt_1,8,A Fistful of Dollars 
17860,0,55291815,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,6,Neighbors 2: Sorority Rising 
14599,0,36497,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,4.7,"Surfer, Dude "
11471,1,28637507,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,7,28 Weeks Later 
1262,0,14218868,http://www.imdb.com/title/tt0134983/?ref_=fn_tt_tt_1,4.8,Supernova 
3745,2,21569041,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,6.6,Black or White 
1671,0,24379028,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,6.1,Chasing Liberty 
49433,3,13750556,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,6.5,Sin City: A Dame to Kill For 
12687,0,31494270,http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1,7.5,Scott Pilgrim vs. the World 
2329,1,60000000,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,4.9,Superman III 
2908,4,108200000,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,6.8,Superman II 
80849,7,79711678,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,6.2,Dark Shadows 
12940,0,134218018,http://www.imdb.com/title/tt0078346/?ref_=fn_tt_tt_1,7.3,Superman 
37907,6,38176108,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,7.2,10 Things I Hate About You 
664,1,19351569,http://www.imdb.com/title/tt0239948/?ref_=fn_tt_tt_1,5.9,Saving Silverman 
3266,6,25871834,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1,4.5,Superhero Movie 
3388,0,126975169,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,7.1,Super 8 
2584,6,3064356,http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1,6.9,Sunshine State 
2528,0,12055108,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,6.9,Sunshine Cleaning 
362,0,95016,http://www.imdb.com/title/tt0420206/?ref_=fn_tt_tt_1,7.4,Summer Storm 
5386,0,19283782,http://www.imdb.com/title/tt0162677/?ref_=fn_tt_tt_1,6.6,Summer of Sam 
775,1,59696176,http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1,5.6,Son of God 
1987,2,177840,http://www.imdb.com/title/tt0173390/?ref_=fn_tt_tt_1,6.1,Sugar Town 
17171,0,172071312,http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1,7.6,Apollo 13 
2149,1,18272447,http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1,5.9,Sugar Hill 
1347,0,5923044,http://www.imdb.com/title/tt0092991/?ref_=fn_tt_tt_1,7.8,Evil Dead II 
34377,1,22433915,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,6.2,City by the Sea 
14036,2,33828318,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,5.8,Stuck on You 
987,2,10305534,http://www.imdb.com/title/tt0131436/?ref_=fn_tt_tt_1,3.9,I Got the Hook Up 
3889,5,68525609,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,6.5,Road Trip 
3382,0,140015224,http://www.imdb.com/title/tt0164912/?ref_=fn_tt_tt_1,5.9,Stuart Little 
1498,0,98017,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,5.8,Rubber 
2417,1,3169424,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,6.8,Resurrecting the Champ 
1997,0,25530884,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,8.5,Memento 
33878,4,26415649,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,6.8,Street Kings 
20154,1,64001297,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,6.2,Diary of a Wimpy Kid 
1385,2,8742261,http://www.imdb.com/title/tt0891592/?ref_=fn_tt_tt_1,3.7,Street Fighter: The Legend of Chun-Li 
13162,1,38624000,http://www.imdb.com/title/tt0116483/?ref_=fn_tt_tt_1,7,Happy Gilmore 
11431,1,10324441,http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1,5.8,Straw Dogs 
23950,0,44606335,http://www.imdb.com/title/tt0119643/?ref_=fn_tt_tt_1,7.1,Meet Joe Black 
4218,4,6563357,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1,5.3,Strange Wilderness 
378,2,399879,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,6.4,Jindabyne 
43560,2,10911750,http://www.imdb.com/title/tt0489281/?ref_=fn_tt_tt_1,6.5,Stop-Loss 
64599,1,97030725,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1,7,Public Enemies 
4482,0,191450875,http://www.imdb.com/title/tt1216475/?ref_=fn_tt_tt_1,6.3,Cars 2 
1284,4,14545844,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,5.8,School Daze 
3133,1,136019448,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,7.7,Argo 
26176,0,186354,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,4.5,Stonewall 
37206,0,26903709,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,8.1,Rush 
3901,1,119841,http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1,6.5,Stolen Summer 
5074,4,1702277,http://www.imdb.com/title/tt1682180/?ref_=fn_tt_tt_1,6.8,Stoker 
1254,0,21133087,http://www.imdb.com/title/tt0164181/?ref_=fn_tt_tt_1,7,Stir of Echoes 
16034,3,54696902,http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1,7.5,Source Code 
3322,6,9123834,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,5.3,Peeples 
19673,1,18656400,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,7.5,Still Alice 
3004,0,50041732,http://www.imdb.com/title/tt0145531/?ref_=fn_tt_tt_1,6.2,Stigmata 
16805,1,46700000,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,5.9,Firefox 
4059,0,42385520,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,6.2,Step Up 3D 
683,0,15131330,http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1,6,Arthur and the Invisibles 
816,2,58006147,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,6.2,Step Up 2: The Streets 
12286,5,4563029,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,7,Snowpiercer 
11264,2,100468793,http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1,6.9,Step Brothers 
16196,0,39235088,http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1,7.1,Pitch Black 
3100,1,1686429,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,2.8,Steel 
3148,0,10696210,http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1,3.9,RoboCop 3 
991,1,410388,http://www.imdb.com/title/tt0348121/?ref_=fn_tt_tt_1,6.9,Steamboy 
2705,0,31704416,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,5,Stealth 
2545,0,1705139,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,6.7,Lady in White 
6130,1,27947064,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,5.1,Stealing Harvard 
2031,0,54700065,http://www.imdb.com/title/tt0120201/?ref_=fn_tt_tt_1,7.2,Starship Troopers 
12643,0,290158751,http://www.imdb.com/title/tt0080684/?ref_=fn_tt_tt_1,8.8,Star Wars: Episode V - The Empire Strikes Back 
2872,0,40846082,http://www.imdb.com/title/tt0185371/?ref_=fn_tt_tt_1,5.6,House on Haunted Hill 
13485,1,460935665,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,8.7,Star Wars: Episode IV - A New Hope 
42990,3,310675583,http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1,6.7,Star Wars: Episode II - Attack of the Clones 
2047,0,260000000,http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,8,Jaws 
37723,1,474544677,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1,6.5,Star Wars: Episode I - The Phantom Menace 
31224,0,43119879,http://www.imdb.com/title/tt0253754/?ref_=fn_tt_tt_1,6.4,Star Trek: Nemesis 
6207,0,70117571,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,6.4,Star Trek: Insurrection 
11632,5,30059386,http://www.imdb.com/title/tt0261392/?ref_=fn_tt_tt_1,6.9,Jay and Silent Bob Strike Back 
15449,5,109713132,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,7.3,Star Trek IV: The Voyage Home 
21411,0,228756232,http://www.imdb.com/title/tt1408101/?ref_=fn_tt_tt_1,7.8,Star Trek Into Darkness 
16539,2,78900000,http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1,7.7,Star Trek II: The Wrath of Khan 
1327,4,130468626,http://www.imdb.com/title/tt2660888/?ref_=fn_tt_tt_1,7.5,Star Trek Beyond 
39284,0,257704099,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,8,Star Trek 
5190,0,10106233,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,5.4,Prom 
9660,0,532988,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,6.5,Freeheld 
20330,3,44134898,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,7.3,St. Vincent 
4311,5,38536376,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,3.6,Spy Kids: All the Time in the World in 4D 
326,1,52961,http://www.imdb.com/title/tt2494384/?ref_=fn_tt_tt_1,5.3,Aloft 
22935,3,111760631,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,4.1,Spy Kids 3-D: Game Over 
18291,1,85570368,http://www.imdb.com/title/tt0287717/?ref_=fn_tt_tt_1,5.1,Spy Kids 2: Island of Lost Dreams 
2653,2,26906039,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,5.3,Spy Hard 
14816,2,9166863,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,7.6,A Single Man 
3770,1,39177215,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,5.6,Enough 
1058,2,44988180,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,8.1,Spotlight 
493,0,5430822,http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1,6.2,Split Second 
4,1,3000000,http://www.imdb.com/title/tt0011549/?ref_=fn_tt_tt_1,4.8,Over the Hill to the Poorhouse 
155,0,313436,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,7.6,Elling 
15361,2,69800000,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,6.2,Splash 
36237,1,126149655,http://www.imdb.com/title/tt1599348/?ref_=fn_tt_tt_1,6.8,Safe House 
44,0,10049886,http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1,8.6,Spirited Away 
4231,1,52277485,http://www.imdb.com/title/tt0316465/?ref_=fn_tt_tt_1,6.9,Radio 
2071,0,27689474,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,6.5,Oculus 
14261,0,73215310,http://www.imdb.com/title/tt0166813/?ref_=fn_tt_tt_1,7,Spirit: Stallion of the Cimarron 
92110,0,673060606,http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1,6.2,Spider-Man 3 
2011,6,1024175,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,6.6,Attack the Block 
2176,1,29247405,http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1,3.3,Spice World 
2079,0,800000,http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1,5.2,Sphinx 
17250,0,1000000,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,6.5,Caravans 
902,0,43929341,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1,6.1,Speed Racer 
20966,0,121248145,http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1,7.2,Speed 
17568,0,36500000,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,7.6,Escape from Alcatraz 
1715,0,60054449,http://www.imdb.com/title/tt0114508/?ref_=fn_tt_tt_1,5.8,Species 
2972,2,5881504,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,5.3,Against the Ropes 
5804,7,24397469,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,5.7,Sparkle 
2557,2,20218,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,5.3,Double Take 
1441,1,15369573,http://www.imdb.com/title/tt0100666/?ref_=fn_tt_tt_1,5.3,Spaced Invaders 
40102,1,70533238,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,5.9,Carrie 
15001,1,90443603,http://www.imdb.com/title/tt0117705/?ref_=fn_tt_tt_1,6.3,Space Jam 
1462,0,2000000,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,4.5,Can't Stop the Music 
2356,0,73209340,http://www.imdb.com/title/tt0164052/?ref_=fn_tt_tt_1,5.7,Hollow Man 
11454,1,64933670,http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1,5.6,Mirror Mirror 
2268,0,30105968,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1,4.5,Space Chimps 
16881,0,52418902,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,7.5,Southpaw 
2340,6,273420,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,5.5,Southland Tales 
83272,1,63196616,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,6.8,From Hell 
1405,0,10149779,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,3.6,Bats 
3935,9,13922211,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,4.4,Soul Plane 
24183,2,42438300,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,8.2,Casino 
14780,0,32616869,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,4.5,Driven 
1290,3,14587732,http://www.imdb.com/title/tt0099587/?ref_=fn_tt_tt_1,5.7,Flight of the Intruder 
35367,0,78747585,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1,5.6,Pixels 
214,0,71975611,http://www.imdb.com/title/tt0450385/?ref_=fn_tt_tt_1,6.8,1408 
12772,1,20200,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,5.8,Song One 
22679,1,124590960,http://www.imdb.com/title/tt0337741/?ref_=fn_tt_tt_1,6.7,Something's Gotta Give 
3671,2,7434726,http://www.imdb.com/title/tt0102005/?ref_=fn_tt_tt_1,6,Harley Davidson and the Marlboro Man 
4868,2,30222640,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,5.3,Honey 
3280,1,52929168,http://www.imdb.com/title/tt0104952/?ref_=fn_tt_tt_1,7.5,My Cousin Vinny 
2371,4,39026186,http://www.imdb.com/title/tt0491152/?ref_=fn_tt_tt_1,5.9,Something Borrowed 
20761,5,75530832,http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1,6.8,Any Given Sunday 
5178,1,55942830,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,6.3,Dracula Untold 
20798,3,27338033,http://www.imdb.com/title/tt0244970/?ref_=fn_tt_tt_1,6.1,Someone Like You... 
259,0,27285953,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,6.8,No Escape 
527,2,25000000,http://www.imdb.com/title/tt0053291/?ref_=fn_tt_tt_1,8.3,Some Like It Hot 
34983,1,3388210,http://www.imdb.com/title/tt1758692/?ref_=fn_tt_tt_1,6.7,Like Crazy 
2661,7,4360548,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,6.4,Solitary Man 
63165,0,160762022,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,6,Shark Tale 
2542,1,14567883,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,6,Soldier 
229,1,184925485,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,7.7,Snow White and the Seven Dwarfs 
4293,11,39737645,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,2.3,Epic Movie 
72881,0,155111815,http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1,6.1,Snow White and the Huntsman 
15226,2,112703470,http://www.imdb.com/title/tt1230414/?ref_=fn_tt_tt_1,6.6,It's Complicated 
23866,1,38413606,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,7.6,Midnight Run 
1686,6,13464388,http://www.imdb.com/title/tt0365748/?ref_=fn_tt_tt_1,8,Shaun of the Dead 
561,5,27445,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,5.3,Salvation Boulevard 
488,1,23324666,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1,6.5,From Paris with Love 
2430,0,1346503,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1,6.1,Snow Flower and the Secret Fan 
2241,1,60008303,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,4.9,Snow Day 
2238,0,3293258,http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1,5.2,Pootie Tang 
78350,6,60186214,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,8.3,Snatch 
5207,0,68028796,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,5.6,Snakes on a Plane 
15269,1,55585389,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,5.9,Snake Eyes 
92000,4,458991599,http://www.imdb.com/title/tt2395427/?ref_=fn_tt_tt_1,7.5,Avengers: Age of Ultron 
19410,0,35635046,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,6.7,Smokin' Aces 
5458,0,58328680,http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1,7.5,Open Range 
3163,3,6719300,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,7.2,Smoke Signals 
2930,2,1550000,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,2.9,BloodRayne 
7184,2,93815117,http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1,5.1,Maid in Manhattan 
20814,5,277233,http://www.imdb.com/title/tt0162348/?ref_=fn_tt_tt_1,7.6,Smiling Fish & Goat on Fire 
12790,2,152149590,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,5.5,Runaway Bride 
2140,2,7691700,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,7.5,Sarah's Key 
23283,0,17071230,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,6.7,Small Time Crooks 
8610,0,53955614,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,6.1,Small Soldiers 
17738,0,27296514,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,8,Dallas Buyers Club 
820,0,141319195,http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,8,Slumdog Millionaire 
3967,0,24475416,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,8,Sling Blade 
1462,1,11883495,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,6.8,Sliding Doors 
22750,0,140459099,http://www.imdb.com/title/tt0120647/?ref_=fn_tt_tt_1,6.1,Deep Impact 
762,3,55500000,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,6.2,Never Say Never Again 
2572,0,23106,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,6.6,Dear Wendy 
13626,9,8070311,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,5.3,Sleepover 
37076,3,53300852,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,7.5,Sleepers 
862,0,75727,http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1,5.9,Sleep Dealer 
2415,4,4814244,http://www.imdb.com/title/tt0240900/?ref_=fn_tt_tt_1,5.3,Slackers 
33747,4,717753,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,6.1,On the Road 
5,0,1227508,http://www.imdb.com/title/tt0102943/?ref_=fn_tt_tt_1,7.1,Slacker 
64190,4,104894454,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,5.8,Pan 
12068,1,144795350,http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1,7.1,"I, Robot "
23962,3,2600000,http://www.imdb.com/title/tt0114279/?ref_=fn_tt_tt_1,7.5,Richard III 
3114,2,18225165,http://www.imdb.com/title/tt0366551/?ref_=fn_tt_tt_1,7.1,Harold & Kumar Go to White Castle 
4078,0,608720554,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,7.8,Skyfall 
15916,0,19076815,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,6.3,Hart's War 
2968,3,63939454,http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1,6.2,Sky High 
3848,0,6982680,http://www.imdb.com/title/tt0156323/?ref_=fn_tt_tt_1,5.7,Screwed 
629,2,20262,http://www.imdb.com/title/tt2199543/?ref_=fn_tt_tt_1,6.1,Futuro Beach 
1784,2,106635996,http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1,7.2,GoldenEye 
12871,2,37760080,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,6.1,Sky Captain and the World of Tomorrow 
15015,1,32131830,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,6.4,Final Fantasy: The Spirits Within 
1862,1,198655278,http://www.imdb.com/title/tt0031381/?ref_=fn_tt_tt_1,8.2,Gone with the Wind 
2124,1,39687528,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,6.3,Hitman 
17050,2,19661987,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,7.5,Reign Over Me 
36,1,124494,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,6.7,Six-String Samurai 
1385,0,32230907,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1,6.7,Kevin Hart: Let Me Explain 
15337,0,5459824,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,7.6,Little Children 
5286,0,56729973,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,5.8,Saw V 
1732,1,22723,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,4.5,All the Queen's Men 
21668,8,42335698,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,7.8,Birdman or (The Unexpected Virtue of Ignorance) 
11301,0,26288320,http://www.imdb.com/title/tt0165982/?ref_=fn_tt_tt_1,6.7,Sinbad: Legend of the Seven Seas 
3497,2,43097652,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,6.3,No Reservations 
13634,4,75638743,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,6.6,Contagion 
1154,4,33200000,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,7.2,Silverado 
218,0,12555230,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,5.3,Silent House 
20109,0,33687630,http://www.imdb.com/title/tt0454945/?ref_=fn_tt_tt_1,6.4,She's the Man 
3092,4,7881335,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,6.7,Serial Mom 
1933,0,46982632,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1,6.6,Silent Hill 
1467,2,46875468,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,7.6,Sicario 
14921,3,39800000,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,7.4,Caddyshack 
4705,2,320706665,http://www.imdb.com/title/tt0413267/?ref_=fn_tt_tt_1,6.1,Shrek the Third 
4628,2,238371987,http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1,6.4,Shrek Forever After 
18913,0,20302961,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,4.6,Showgirls 
19359,0,125531634,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1,6.4,Ocean's Twelve 
2404,2,2275557,http://www.imdb.com/title/tt0102915/?ref_=fn_tt_tt_1,6,Showdown in Little Tokyo 
26754,1,141600000,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1,6.6,Pocahontas 
